Player,SleeperID,PFRID,HeadshotURL,PFRHeadshotURL,MatchMethod,NeedsReview
Cody Parkey,,ParkCo03,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m6btiz85brkj9bwim4yv",https://www.pro-football-reference.com/req/20230307/images/headshots/ParkCo03_2025.jpg,Unique Name,False
Colby Parkinson,6865,ParkCo02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1qzivnz0zqa8cjgah8r",https://www.pro-football-reference.com/req/20230307/images/headshots/ParkCo02_2025.jpg,Unique Name,False
Cole Beasley,1144,BeasCo00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y5r0fhwctl6ljwvmktvu",https://www.pro-football-reference.com/req/20230307/images/headshots/BeasCo00_2025.jpg,Unique Name,False
Cole Kmet,6826,KmetCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt",https://www.pro-football-reference.com/req/20230307/images/headshots/KmetCo00_2025.jpg,Unique Name,False
Cole Payton,13335,PaytCo00,,https://www.pro-football-reference.com/req/20230307/images/headshots/PaytCo00_2025.jpg,Unique Name,False
Cole Turner,8214,TurnCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/etikvhuu6qxktyrwthid",https://www.pro-football-reference.com/req/20230307/images/headshots/TurnCo00_2025.jpg,Unique Name,False
Colston Loveland,12517,LoveCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyjb6vfug7gaunvcune3",https://www.pro-football-reference.com/req/20230307/images/headshots/LoveCo00_2025.jpg,Unique Name,False
Colt McCoy,533,McCoCo00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jqdwuhtcovhdnqno0mhg",https://www.pro-football-reference.com/req/20230307/images/headshots/McCoCo00_2025.jpg,Unique Name,False
Cooper Kupp,4039,KuppCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpaxi9rsedlg9sdr5quw",https://www.pro-football-reference.com/req/20230307/images/headshots/KuppCo00_2025.jpg,Unique Name,False
Cooper Rush,4574,RushCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwrtykpswz7nbfisqlmj",https://www.pro-football-reference.com/req/20230307/images/headshots/RushCo00_2025.jpg,Unique Name,False
Cordarrelle Patterson,1535,PattCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",https://www.pro-football-reference.com/req/20230307/images/headshots/PattCo00_2025.jpg,Unique Name,False
Corey Davis,4036,DaviCo03,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hr0uv4ai1zhkn7nof2a2",https://www.pro-football-reference.com/req/20230307/images/headshots/DaviCo03_2025.jpg,Unique Name,False
Courtland Sutton,5045,SuttCo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r2sr6cbma4c7wc3isejj",https://www.pro-football-reference.com/req/20230307/images/headshots/SuttCo00_2025.jpg,Unique Name,False
Craig Reynolds,6659,ReynCr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f5zuttg3hinfqgronrsg",https://www.pro-football-reference.com/req/20230307/images/headshots/ReynCr00_2025.jpg,Unique Name,False
Curtis Samuel,4082,SamuCu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vyibrxegz375ntjby5zs",https://www.pro-football-reference.com/req/20230307/images/headshots/SamuCu00_2025.jpg,Unique Name,False
Cyrus Allen,13413,AlleCy00,,https://www.pro-football-reference.com/req/20230307/images/headshots/AlleCy00_2025.jpg,Unique Name,False
D'Andre Swift,6790,SwifDA00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",https://www.pro-football-reference.com/req/20230307/images/headshots/SwifDA00_2025.jpg,Unique Name,False
D'Ernest Johnson,6694,JohnDE04,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj",https://www.pro-football-reference.com/req/20230307/images/headshots/JohnDE04_2025.jpg,Unique Name,False
D'Onta Foreman,4111,ForeDO00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw",https://www.pro-football-reference.com/req/20230307/images/headshots/ForeDO00_2025.jpg,Unique Name,False
Dak Prescott,3294,PresDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",https://www.pro-football-reference.com/req/20230307/images/headshots/PresDa01_2025.jpg,Unique Name,False
Dallas Goedert,5022,GoedDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a6ljhwvkehvyiufdx3d1",https://www.pro-football-reference.com/req/20230307/images/headshots/GoedDa00_2025.jpg,Unique Name,False
Dalton Kincaid,10236,KincDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz",https://www.pro-football-reference.com/req/20230307/images/headshots/KincDa00_2025.jpg,Unique Name,False
Dalton Schultz,5001,SchuDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbl9mhuamzv5udb4hyzj",https://www.pro-football-reference.com/req/20230307/images/headshots/SchuDa00_2025.jpg,Unique Name,False
Dalvin Cook,4029,CookDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uurolop9ktcloxqh4fid",https://www.pro-football-reference.com/req/20230307/images/headshots/CookDa01_2025.jpg,Unique Name,False
Dameon Pierce,8129,PierDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lifrupicniyrosy1vj9c",https://www.pro-football-reference.com/req/20230307/images/headshots/PierDa01_2025.jpg,Unique Name,False
Damien Harris,5890,HarrDa06,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0cagglk6qh9ciuddjmu",https://www.pro-football-reference.com/req/20230307/images/headshots/HarrDa06_2025.jpg,Unique Name,False
Damien Martinez,12462,MartDa02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cx7us9eu6fa8rmp6yszj",https://www.pro-football-reference.com/req/20230307/images/headshots/MartDa02_2025.jpg,Unique Name,False
Damien Williams,1833,WillDa05,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",https://www.pro-football-reference.com/req/20230307/images/headshots/WillDa05_2025.jpg,Unique Name,False
Daniel Bellinger,8225,BellDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hu3gywcwp2rlsefvawh1",https://www.pro-football-reference.com/req/20230307/images/headshots/BellDa00_2025.jpg,Unique Name,False
Daniel Carlson,,CarlDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gsvj7rtvqwbwdeho8whf",https://www.pro-football-reference.com/req/20230307/images/headshots/CarlDa00_2025.jpg,Unique Name,False
Daniel Jones,5870,JoneDa05,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv",https://www.pro-football-reference.com/req/20230307/images/headshots/JoneDa05_2025.jpg,Unique Name,False
Danny Gray,8176,GrayDa02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rvbywyacbtvt4qcjjtbs",https://www.pro-football-reference.com/req/20230307/images/headshots/GrayDa02_2025.jpg,Unique Name,False
Dare Ogunbowale,4718,OgunDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bsm0k0jkytuiej2riudv",https://www.pro-football-reference.com/req/20230307/images/headshots/OgunDa00_2025.jpg,Unique Name,False
Darius Slayton,6149,SlayDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyjkvaekv40jn72d0b3q",https://www.pro-football-reference.com/req/20230307/images/headshots/SlayDa01_2025.jpg,Unique Name,False
Darnell Mooney,7090,MoonDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika",https://www.pro-football-reference.com/req/20230307/images/headshots/MoonDa00_2025.jpg,Unique Name,False
Darnell Washington,9479,WashDa03,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nza9bxmg2tdtg7wldjct",https://www.pro-football-reference.com/req/20230307/images/headshots/WashDa03_2025.jpg,Unique Name,False
Darrel Williams,5549,WillDa10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qloiwle7db59cznhqhub",https://www.pro-football-reference.com/req/20230307/images/headshots/WillDa10_2025.jpg,Unique Name,False
Darrell Henderson,5916,HendDa00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trvk8n0wjne7edxbajgw",https://www.pro-football-reference.com/req/20230307/images/headshots/HendDa00_2025.jpg,Unique Name,False
Darren Waller,2505,WallDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq",https://www.pro-football-reference.com/req/20230307/images/headshots/WallDa01_2025.jpg,Unique Name,False
Darrynton Evans,7064,EvanDa02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/akmrd72vwsbpsnuh9775",https://www.pro-football-reference.com/req/20230307/images/headshots/EvanDa02_2025.jpg,Unique Name,False
Davante Adams,2133,AdamDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qtonvcqpixixqhc6lhnc",https://www.pro-football-reference.com/req/20230307/images/headshots/AdamDa01_2025.jpg,Unique Name,False
David Bell,8118,BellDa02,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otv2kkn3lxonp9z43bdj",https://www.pro-football-reference.com/req/20230307/images/headshots/BellDa02_2025.jpg,Unique Name,False
David Montgomery,5892,MontDa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",https://www.pro-football-reference.com/req/20230307/images/headshots/MontDa01_2025.jpg,Unique Name,False
David Moore,4274,,,,,True
David Njoku,4033,NjokDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdwtgcfz3mxj6codxdpn",https://www.pro-football-reference.com/req/20230307/images/headshots/NjokDa00_2025.jpg,Unique Name,False
Davis Allen,10214,AlleDa02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knzujvs0ge3lozkyilsf",https://www.pro-football-reference.com/req/20230307/images/headshots/AlleDa02_2025.jpg,Unique Name,False
Davis Mills,7585,MillDa02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy",https://www.pro-football-reference.com/req/20230307/images/headshots/MillDa02_2025.jpg,Unique Name,False
Dawson Knox,5906,KnoxDa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mswln16dmfhi7m7pzh7q",https://www.pro-football-reference.com/req/20230307/images/headshots/KnoxDa00_2025.jpg,Unique Name,False
De'Von Achane,9226,AchaDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk1xwio0bryfxo1ylweu",https://www.pro-football-reference.com/req/20230307/images/headshots/AchaDe00_2025.jpg,Unique Name,False
De'Zhaun Stribling,13417,,,,Unique Name,True
Dean Connors,13315,ConnDe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/ConnDe00_2025.jpg,Unique Name,False
DeAndre Carter,2750,CartDe02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jx4io3owliw3l5xve6ta",https://www.pro-football-reference.com/req/20230307/images/headshots/CartDe02_2025.jpg,Unique Name,False
DeAndre Hopkins,1426,HopkDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",https://www.pro-football-reference.com/req/20230307/images/headshots/HopkDe00_2025.jpg,Unique Name,False
Deebo Samuel,5872,,,,,True
DeeJay Dallas,6931,DallDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weotbgqp9f3y1hptcxzm",https://www.pro-football-reference.com/req/20230307/images/headshots/DallDe00_2025.jpg,Unique Name,False
Deion Burks,13333,,,,Unique Name,True
Demarcus Robinson,3286,RobiDe01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aynbxqjpwz1vhpxbxvv8",https://www.pro-football-reference.com/req/20230307/images/headshots/RobiDe01_2025.jpg,Unique Name,False
DeMario Douglas,9501,DougDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/almsm6nmovpasu8ts9u3",https://www.pro-football-reference.com/req/20230307/images/headshots/DougDe00_2025.jpg,Unique Name,False
Demond Claiborne,13347,ClaiDe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/ClaiDe00_2025.jpg,Unique Name,False
Deneric Prince,10870,PrinDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jww0uh6fsyumajcg2gg9",https://www.pro-football-reference.com/req/20230307/images/headshots/PrinDe00_2025.jpg,Unique Name,False
Denzel Boston,13346,BostDe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/BostDe00_2025.jpg,Unique Name,False
Deon Jackson,7551,JackDe02,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wvi0pz27h6t7gfjujxis",https://www.pro-football-reference.com/req/20230307/images/headshots/JackDe02_2025.jpg,Unique Name,False
Deonte Harty,6234,HarrDe07,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh7rbtvohdkaacqaxqke",https://www.pro-football-reference.com/req/20230307/images/headshots/HarrDe07_2025.jpg,Unique Name,False
Derek Carr,2028,CarrDe02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",https://www.pro-football-reference.com/req/20230307/images/headshots/CarrDe02_2025.jpg,Unique Name,False
Derius Davis,,DaviDe02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/if9lcwax4p0gwlqswr1y",https://www.pro-football-reference.com/req/20230307/images/headshots/DaviDe02_2025.jpg,Unique Name,False
Derrick Henry,3198,HenrDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",https://www.pro-football-reference.com/req/20230307/images/headshots/HenrDe00_2025.jpg,Unique Name,False
Deshaun Watson,4017,WatsDe00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",https://www.pro-football-reference.com/req/20230307/images/headshots/WatsDe00_2025.jpg,Unique Name,False
Desmond Reid,13327,ReidDe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/ReidDe00_2025.jpg,Unique Name,False
Desmond Ridder,8159,RiddDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rhpusa7pfgd82d9ui6y7",https://www.pro-football-reference.com/req/20230307/images/headshots/RiddDe00_2025.jpg,Unique Name,False
Deuce Vaughn,9505,VaugDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z8lnunc6vvq9qlnidaw3",https://www.pro-football-reference.com/req/20230307/images/headshots/VaugDe00_2025.jpg,Unique Name,False
DeVante Parker,2319,ParkDe01,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/beuyfjou6kckaoqqpa96",https://www.pro-football-reference.com/req/20230307/images/headshots/ParkDe01_2025.jpg,Unique Name,False
Devaughn Vele,11834,VeleDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxlrltvxbb2utwgjgdbt",https://www.pro-football-reference.com/req/20230307/images/headshots/VeleDe00_2025.jpg,Unique Name,False
Deven Thompkins,8253,ThomDe07,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gt0yeyl9y8s6onw8wcdr",https://www.pro-football-reference.com/req/20230307/images/headshots/ThomDe07_2025.jpg,Unique Name,False
Devin Duvernay,6847,DuveDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rhqvgqqfokrv6omkw0lg",https://www.pro-football-reference.com/req/20230307/images/headshots/DuveDe00_2025.jpg,Unique Name,False
Devin Neal,12476,,,,,True
Devin Singletary,6130,SingDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqw8ee4nsxsisqb3bagw",https://www.pro-football-reference.com/req/20230307/images/headshots/SingDe00_2025.jpg,Unique Name,False
DeVonta Smith,7525,,,,,True
Devontez Walker,11629,WalkDe01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d8qrpenynncwink7dqs2",https://www.pro-football-reference.com/req/20230307/images/headshots/WalkDe01_2025.jpg,Unique Name,False
DeWayne McBride,9512,McBrDe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwahzi0jwkg2rag8rvcz",https://www.pro-football-reference.com/req/20230307/images/headshots/McBrDe00_2025.jpg,Unique Name,False
Diego Pavia,13427,PaviDi00,,https://www.pro-football-reference.com/req/20230307/images/headshots/PaviDi00_2025.jpg,Unique Name,False
Dillon Gabriel,12486,GabrDi00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk",https://www.pro-football-reference.com/req/20230307/images/headshots/GabrDi00_2025.jpg,Unique Name,False
Diontae Johnson,5937,JohnDi01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjtil6ilydmwoy0btlt7",https://www.pro-football-reference.com/req/20230307/images/headshots/JohnDi01_2025.jpg,Unique Name,False
DJ Chark,4951,CharDJ00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skuieceh50r31ulwpo5s",https://www.pro-football-reference.com/req/20230307/images/headshots/CharDJ00_2025.jpg,Unique Name,False
DJ Giddens,12471,GiddDJ00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uohb3wkn00ew1chqyjue",https://www.pro-football-reference.com/req/20230307/images/headshots/GiddDJ00_2025.jpg,Unique Name,False
DJ Moore,4983,,,,,True
DK Metcalf,5846,MetcDK00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tknefloqsleltfmslj2y",https://www.pro-football-reference.com/req/20230307/images/headshots/MetcDK00_2025.jpg,Unique Name,False
Donald Parham,6074,ParhDo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ryz7edi35hnbogbqjt",https://www.pro-football-reference.com/req/20230307/images/headshots/ParhDo00_2025.jpg,Unique Name,False
Donovan Peoples-Jones,6824,PeopDo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sgfgvm2myyrntnmiqojk",https://www.pro-football-reference.com/req/20230307/images/headshots/PeopDo00_2025.jpg,Unique Name,False
Dont'e Thornton,12541,,,,,True
Dontayvion Wicks,9486,WickDo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/er7pbyq82nsbw1w3wyor",https://www.pro-football-reference.com/req/20230307/images/headshots/WickDo00_2025.jpg,Unique Name,False
Dontrell Hilliard,5536,HillDo00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukhyslngeuojxkjqfq9f",https://www.pro-football-reference.com/req/20230307/images/headshots/HillDo00_2025.jpg,Unique Name,False
Dorian Thompson-Robinson,10862,ThomDo02,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ujuyt3hpswlin3aahmhu",https://www.pro-football-reference.com/req/20230307/images/headshots/ThomDo02_2025.jpg,Unique Name,False
Drake London,8112,LondDr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo",https://www.pro-football-reference.com/req/20230307/images/headshots/LondDr00_2025.jpg,Unique Name,False
Drake Maye,11564,MayeDr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",https://www.pro-football-reference.com/req/20230307/images/headshots/MayeDr00_2025.jpg,Unique Name,False
Drew Allar,13289,AllaDr00,,https://www.pro-football-reference.com/req/20230307/images/headshots/AllaDr00_2025.jpg,Unique Name,False
Drew Lock,5854,LockDr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0xz0hu8s0lpbwlr0bzj",https://www.pro-football-reference.com/req/20230307/images/headshots/LockDr00_2025.jpg,Unique Name,False
Durham Smythe,5008,SmytDu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmpveaqrfntryixpjqq2",https://www.pro-football-reference.com/req/20230307/images/headshots/SmytDu00_2025.jpg,Unique Name,False
Dustin Hopkins,,HopkDu00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b8xhu9uud3finj0x9hpf",https://www.pro-football-reference.com/req/20230307/images/headshots/HopkDu00_2025.jpg,Unique Name,False
Dyami Brown,7587,BrowDy00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwl9s886olkkvu67qktp",https://www.pro-football-reference.com/req/20230307/images/headshots/BrowDy00_2025.jpg,Unique Name,False
Dylan Laube,11574,LaubDy00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpizdza73bgksstymv5t",https://www.pro-football-reference.com/req/20230307/images/headshots/LaubDy00_2025.jpg,Unique Name,False
Dylan Sampson,12469,SampDy00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5",https://www.pro-football-reference.com/req/20230307/images/headshots/SampDy00_2025.jpg,Unique Name,False
Efton Chism,12542,,,,,True
Eli Heidenreich,13423,HeidEl00,,https://www.pro-football-reference.com/req/20230307/images/headshots/HeidEl00_2025.jpg,Unique Name,False
Eli Raridon,13421,RariEl00,,https://www.pro-football-reference.com/req/20230307/images/headshots/RariEl00_2025.jpg,Unique Name,False
Eli Stowers,13349,StowEl00,,https://www.pro-football-reference.com/req/20230307/images/headshots/StowEl00_2025.jpg,Unique Name,False
Elic Ayomanor,12499,AyomEl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aekfvt5nyl69emvxr2yj",https://www.pro-football-reference.com/req/20230307/images/headshots/AyomEl00_2025.jpg,Unique Name,False
Elijah Arroyo,12521,ArroEl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwlyrxi2yxowfj4abtoa",https://www.pro-football-reference.com/req/20230307/images/headshots/ArroEl00_2025.jpg,Unique Name,False
Elijah Higgins,10231,HiggEl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yjvdxmqromyt64w89bhq",https://www.pro-football-reference.com/req/20230307/images/headshots/HiggEl00_2025.jpg,Unique Name,False
Elijah Mitchell,7561,MitcEl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xf383ph8bz6dpp0u9lcd",https://www.pro-football-reference.com/req/20230307/images/headshots/MitcEl00_2025.jpg,Unique Name,False
Elijah Moore,7596,MoorEl00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hglegw8qqnvb8fghc8cq",https://www.pro-football-reference.com/req/20230307/images/headshots/MoorEl00_2025.jpg,Unique Name,False
Elijah Sarratt,13268,SarrEl00,,https://www.pro-football-reference.com/req/20230307/images/headshots/SarrEl00_2025.jpg,Unique Name,False
Emanuel Wilson,11435,WilsEm00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xni9gnwmhdex7h1ey3jq",https://www.pro-football-reference.com/req/20230307/images/headshots/WilsEm00_2025.jpg,Unique Name,False
Emari Demercado,11199,DemeEm00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jasnk9akri8eghfgolsn",https://www.pro-football-reference.com/req/20230307/images/headshots/DemeEm00_2025.jpg,Unique Name,False
Emeka Egbuka,12514,EgbuEm01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",https://www.pro-football-reference.com/req/20230307/images/headshots/EgbuEm01_2025.jpg,Unique Name,False
Emmanuel Henderson,13313,,,,,True
Emmett Johnson,13337,JohnEm01,,https://www.pro-football-reference.com/req/20230307/images/headshots/JohnEm01_2025.jpg,Unique Name,False
Eno Benjamin,6951,BenjEn00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibizpqkleka4az4mprvz",https://www.pro-football-reference.com/req/20230307/images/headshots/BenjEn00_2025.jpg,Unique Name,False
Eric Gray,10223,GrayEr01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",https://www.pro-football-reference.com/req/20230307/images/headshots/GrayEr01_2025.jpg,Unique Name,False
Eric Rivers,13316,,,,,True
Eric Saubert,4189,SaubEr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojoapzazehxdd01fadz6",https://www.pro-football-reference.com/req/20230307/images/headshots/SaubEr00_2025.jpg,Unique Name,False
Erick All,11592,AllxEr00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifkhcxze7lnxkpzjvsmk",https://www.pro-football-reference.com/req/20230307/images/headshots/AllxEr00_2025.jpg,Unique Name,False
Evan Engram,4066,EngrEv00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vsrjso6phkjqki88qw9y",https://www.pro-football-reference.com/req/20230307/images/headshots/EngrEv00_2025.jpg,Unique Name,False
Evan Hull,9220,HullEv00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xyyujk9mvvzegaiefp51",https://www.pro-football-reference.com/req/20230307/images/headshots/HullEv00_2025.jpg,Unique Name,False
Evan McPherson,,McPhEv00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cpvujaqwscupzvbbx7oe",https://www.pro-football-reference.com/req/20230307/images/headshots/McPhEv00_2025.jpg,Unique Name,False
Ezekiel Elliott,3164,ElliEz00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",https://www.pro-football-reference.com/req/20230307/images/headshots/ElliEz00_2025.jpg,Unique Name,False
Fernando Mendoza,13269,MendFe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/MendFe00_2025.jpg,Unique Name,False
Foster Moreau,5985,MoreFo00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esc21tsccagvyy1ctaoc",https://www.pro-football-reference.com/req/20230307/images/headshots/MoreFo00_2025.jpg,Unique Name,False
Frank Gore,11573,GoreFr00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfuklcqmphmdy9ncwrdt",https://www.pro-football-reference.com/req/20230307/images/headshots/GoreFr00_2025.jpg,Unique Name,False
Gabe Davis,6943,DaviGa01,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlmgjtfct5qjtbwcjqg6",https://www.pro-football-reference.com/req/20230307/images/headshots/DaviGa01_2025.jpg,Unique Name,False
Gardner Minshew,6011,MinsGa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lggwtoj1m0jxxiawtzpw",https://www.pro-football-reference.com/req/20230307/images/headshots/MinsGa00_2025.jpg,Unique Name,False
Garrett Nussmeier,13404,NussGa00,,https://www.pro-football-reference.com/req/20230307/images/headshots/NussGa00_2025.jpg,Unique Name,False
Garrett Wilson,8146,WilsGa00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",https://www.pro-football-reference.com/req/20230307/images/headshots/WilsGa00_2025.jpg,Unique Name,False
Geno Smith,1373,SmitGe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",https://www.pro-football-reference.com/req/20230307/images/headshots/SmitGe00_2025.jpg,Unique Name,False
George Kittle,4217,KittGe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztz3xqjaqgok9m4nylgs",https://www.pro-football-reference.com/req/20230307/images/headshots/KittGe00_2025.jpg,Unique Name,False
George Pickens,8137,PickGe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk",https://www.pro-football-reference.com/req/20230307/images/headshots/PickGe00_2025.jpg,Unique Name,False
Gerald Everett,4089,EverGe00,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aayw74rhaupmfnnikzak",https://www.pro-football-reference.com/req/20230307/images/headshots/EverGe00_2025.jpg,Unique Name,False
Germie Bernard,13274,BernGe00,,https://www.pro-football-reference.com/req/20230307/images/headshots/BernGe00_2025.jpg,Unique Name,False
Giovani Bernard,1386,BernGi00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/guht9y14gftgsugb87xz",https://www.pro-football-reference.com/req/20230307/images/headshots/BernGi00_2025.jpg,Unique Name,False
